            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2450219.877083333, A.D. 1996-May-16 09:03:00.0000,  2.574904372339519E+08,  9.885447126789413E+06, -2.540418276878475E+07,
2450584.877083333, A.D. 1997-May-16 09:03:00.0000,  2.592412710840093E+08,  1.042055260442812E+07, -2.596038629463688E+07,
2450949.877083333, A.D. 1998-May-16 09:03:00.0000,  2.609820355350293E+08,  1.098818212218535E+07, -2.652254671860459E+07,
2451314.877083333, A.D. 1999-May-16 09:03:00.0000,  2.626868807248710E+08,  1.158177552799745E+07, -2.708286758624749E+07,
2451680.877083333, A.D. 2000-May-16 09:03:00.0000,  2.634695116985226E+08,  1.461719327218416E+07, -2.819452761176193E+07,
2452045.877083333, A.D. 2001-May-16 09:03:00.0000,  2.651603878656136E+08,  1.521171245540031E+07, -2.874620308851428E+07,
2452410.877083333, A.D. 2002-May-16 09:03:00.0000,  2.668214470185409E+08,  1.584374799364591E+07, -2.929513614859822E+07,
2452775.877083333, A.D. 2003-May-16 09:03:00.0000,  2.684652632083910E+08,  1.648331410564045E+07, -2.984868886581597E+07,
2453141.877083333, A.D. 2004-May-16 09:03:00.0000,  2.691429525869133E+08,  1.968951887980126E+07, -3.094599764335436E+07,
2453506.877083333, A.D. 2005-May-16 09:03:00.0000,  2.707435036073139E+08,  2.038549996215646E+07, -3.149220988886683E+07,
2453871.877083333, A.D. 2006-May-16 09:03:00.0000,  2.723111446746505E+08,  2.107232779874499E+07, -3.203166987197120E+07,
2454236.877083333, A.D. 2007-May-16 09:03:00.0000,  2.738658500677434E+08,  2.177990257567059E+07, -3.256497877783109E+07,
2454602.877083333, A.D. 2008-May-16 09:03:00.0000,  2.743427713707811E+08,  2.506099827987777E+07, -3.362916465637940E+07,
2454967.877083333, A.D. 2009-May-16 09:03:00.0000,  2.759005624583987E+08,  2.580636294692712E+07, -3.416700336111858E+07,
2455332.877083333, A.D. 2010-May-16 09:03:00.0000,  2.774127333270705E+08,  2.659173166228120E+07, -3.470258811087307E+07,
2455697.877083333, A.D. 2011-May-16 09:03:00.0000,  2.788809600574566E+08,  2.739951502211782E+07, -3.524530366237814E+07,
2456063.877083333, A.D. 2012-May-16 09:03:00.0000,  2.792142806820909E+08,  3.083196156748006E+07, -3.629457445802565E+07,
2456428.877083333, A.D. 2013-May-16 09:03:00.0000,  2.806730179569275E+08,  3.164024419502234E+07, -3.682589582705700E+07,
2456793.877083333, A.D. 2014-May-16 09:03:00.0000,  2.820936948869886E+08,  3.243672850338757E+07, -3.733977268751580E+07,
2457158.877083333, A.D. 2015-May-16 09:03:00.0000,  2.834981171159497E+08,  3.326750777956534E+07, -3.785036799971427E+07,
2457524.877083333, A.D. 2016-May-16 09:03:00.0000,  2.836149259280540E+08,  3.675880712289929E+07, -3.884798140162805E+07,
2457889.877083333, A.D. 2017-May-16 09:03:00.0000,  2.849582046900683E+08,  3.759086823312388E+07, -3.934372670202881E+07,
2458254.877083333, A.D. 2018-May-16 09:03:00.0000,  2.862555715881301E+08,  3.843350844769487E+07, -3.983005876077570E+07,
2458619.877083333, A.D. 2019-May-16 09:03:00.0000,  2.875226731205602E+08,  3.927624052178132E+07, -4.031391659078322E+07,
2458985.877083333, A.D. 2020-May-16 09:03:00.0000,  2.874720652041351E+08,  4.283258244311164E+07, -4.127203188008092E+07,
2459350.877083333, A.D. 2021-May-16 09:03:00.0000,  2.887272318288235E+08,  4.369485956334600E+07, -4.175198343355957E+07,
2459715.877083333, A.D. 2022-May-16 09:03:00.0000,  2.899509925232301E+08,  4.456888049356830E+07, -4.222621314675759E+07,
2460080.877083333, A.D. 2023-May-16 09:03:00.0000,  2.911427337715757E+08,  4.544966159907718E+07, -4.269032211880219E+07,
2460446.877083333, A.D. 2024-May-16 09:03:00.0000,  2.908624161699263E+08,  4.902503611702556E+07, -4.359631754810116E+07,
2460811.877083333, A.D. 2025-May-16 09:03:00.0000,  2.920076500983181E+08,  4.985558147367375E+07, -4.403671517214960E+07,
2461176.877083333, A.D. 2026-May-16 09:03:00.0000,  2.931301194663721E+08,  5.071289215031145E+07, -4.446948942759605E+07,
2461541.877083333, A.D. 2027-May-16 09:03:00.0000,  2.942107481247418E+08,  5.156891074641340E+07, -4.489707974541575E+07,
2461907.877083333, A.D. 2028-May-16 09:03:00.0000,  2.937703321412993E+08,  5.519881337136698E+07, -4.575286679598793E+07,
2462272.877083333, A.D. 2029-May-16 09:03:00.0000,  2.947928557872556E+08,  5.604690124254398E+07, -4.615998911360396E+07,
2462637.877083333, A.D. 2030-May-16 09:03:00.0000,  2.957858509010260E+08,  5.688502076346513E+07, -4.656226051512526E+07,
2463002.877083333, A.D. 2031-May-16 09:03:00.0000,  2.967733048732821E+08,  5.771366802266365E+07, -4.695263679732402E+07,
2463368.877083333, A.D. 2032-May-16 09:03:00.0000,  2.961304896831354E+08,  6.135501242790991E+07, -4.776572882982164E+07,
2463733.877083333, A.D. 2033-May-16 09:03:00.0000,  2.970981390392665E+08,  6.219941646479192E+07, -4.815339650356888E+07,
2464098.877083333, A.D. 2034-May-16 09:03:00.0000,  2.980442999446845E+08,  6.306721365279520E+07, -4.853891694635850E+07,
2464463.877083333, A.D. 2035-May-16 09:03:00.0000,  2.989214833393481E+08,  6.389771549489173E+07, -4.890538159528852E+07,
2464829.877083333, A.D. 2036-May-16 09:03:00.0000,  2.981138894126156E+08,  6.751479776398818E+07, -4.965780086811750E+07,
2465194.877083333, A.D. 2037-May-16 09:03:00.0000,  2.989685059035360E+08,  6.829029080132429E+07, -4.999935091776313E+07,
2465559.877083333, A.D. 2038-May-16 09:03:00.0000,  2.998001552224255E+08,  6.907338705956094E+07, -5.033891250633188E+07,
2465924.877083333, A.D. 2039-May-16 09:03:00.0000,  3.006289603708177E+08,  6.986111074240188E+07, -5.067184609001718E+07,
2466290.877083333, A.D. 2040-May-16 09:03:00.0000,  2.996529733436411E+08,  7.353699346110636E+07, -5.138493014546618E+07,
2466655.877083333, A.D. 2041-May-16 09:03:00.0000,  3.004275817957031E+08,  7.433528638311580E+07, -5.170951464706001E+07,
2467020.877083333, A.D. 2042-May-16 09:03:00.0000,  3.011905326040649E+08,  7.512302937359169E+07, -5.203006934053329E+07,
2467385.877083333, A.D. 2043-May-16 09:03:00.0000,  3.019091786343359E+08,  7.586511098544566E+07, -5.232911070552881E+07,
2467751.877083333, A.D. 2044-May-16 09:03:00.0000,  3.007941875769584E+08,  7.944716873180693E+07, -5.298153204288981E+07,
2468116.877083333, A.D. 2045-May-16 09:03:00.0000,  3.015133584588407E+08,  8.015161194213168E+07, -5.326306524195459E+07,
2468481.877083333, A.D. 2046-May-16 09:03:00.0000,  3.021872329917123E+08,  8.086988761414768E+07, -5.354374856185651E+07,
2468846.877083333, A.D. 2047-May-16 09:03:00.0000,  3.028508789413624E+08,  8.156176246737392E+07, -5.381211265091921E+07,
2469212.877083333, A.D. 2048-May-16 09:03:00.0000,  3.015738829047216E+08,  8.513049409819934E+07, -5.441671398451202E+07,
2469577.877083333, A.D. 2049-May-16 09:03:00.0000,  3.022059024971957E+08,  8.577789221929070E+07, -5.467020632517249E+07,
2469942.877083333, A.D. 2050-May-16 09:03:00.0000,  3.028366461263992E+08,  8.643289020498553E+07, -5.492237578151356E+07,
2470307.877083333, A.D. 2051-May-16 09:03:00.0000,  3.034413593527474E+08,  8.709909181096910E+07, -5.516872092804735E+07,
2470673.877083333, A.D. 2052-May-16 09:03:00.0000,  3.020482821338657E+08,  9.064373335438663E+07, -5.572828462920120E+07,
2471038.877083333, A.D. 2053-May-16 09:03:00.0000,  3.026316182555665E+08,  9.125645725830373E+07, -5.595509179224236E+07,
2471403.877083333, A.D. 2054-May-16 09:03:00.0000,  3.031690761123422E+08,  9.185924798051603E+07, -5.617338300855823E+07,
2471768.877083333, A.D. 2055-May-16 09:03:00.0000,  3.037276828483960E+08,  9.242770680074500E+07, -5.638576727355239E+07,
2472134.877083333, A.D. 2056-May-16 09:03:00.0000,  3.022212528308932E+08,  9.590416974381313E+07, -5.689822007582793E+07,
2472499.877083333, A.D. 2057-May-16 09:03:00.0000,  3.027580198254058E+08,  9.645636178941685E+07, -5.709985122483422E+07,
2472864.877083333, A.D. 2058-May-16 09:03:00.0000,  3.032857514031211E+08,  9.701695446845588E+07, -5.729735732646186E+07,
2473229.877083333, A.D. 2059-May-16 09:03:00.0000,  3.037778085020077E+08,  9.757729744038269E+07, -5.748969844517270E+07,
2473595.877083333, A.D. 2060-May-16 09:03:00.0000,  3.021466175864095E+08,  1.010017399031003E+08, -5.796042409384265E+07,
2473960.877083333, A.D. 2061-May-16 09:03:00.0000,  3.026416270014539E+08,  1.015005472459182E+08, -5.814144086695270E+07,
2474325.877083333, A.D. 2062-May-16 09:03:00.0000,  3.031103657523206E+08,  1.020190429229910E+08, -5.831910418470851E+07,
2474690.877083333, A.D. 2063-May-16 09:03:00.0000,  3.035996502104059E+08,  1.025141542466229E+08, -5.849361800019858E+07,
2475056.877083333, A.D. 2064-May-16 09:03:00.0000,  3.018821347469457E+08,  1.059357776842781E+08, -5.892716454456646E+07,
2475421.877083333, A.D. 2065-May-16 09:03:00.0000,  3.023173171565893E+08,  1.063984390874302E+08, -5.908351586801666E+07,
2475786.877083333, A.D. 2066-May-16 09:03:00.0000,  3.027558134671733E+08,  1.068301661084959E+08, -5.923150035822475E+07,
2476151.877083333, A.D. 2067-May-16 09:03:00.0000,  3.031841068603733E+08,  1.072695951418384E+08, -5.937980274105841E+07,
2476517.877083333, A.D. 2068-May-16 09:03:00.0000,  3.013739024337543E+08,  1.106024862994279E+08, -5.977572331391321E+07,
2476882.877083333, A.D. 2069-May-16 09:03:00.0000,  3.018091864231512E+08,  1.110499413521294E+08, -5.992255185737784E+07,
2477247.877083333, A.D. 2070-May-16 09:03:00.0000,  3.022061903358821E+08,  1.115243528042998E+08, -6.006808269461164E+07,
2477612.877083333, A.D. 2071-May-16 09:03:00.0000,  3.026159985586479E+08,  1.119430499069098E+08, -6.020795688935954E+07,
2477978.877083333, A.D. 2072-May-16 09:03:00.0000,  3.007185900104495E+08,  1.152631478808887E+08, -6.057175527491498E+07,
2478343.877083333, A.D. 2073-May-16 09:03:00.0000,  3.011089856219867E+08,  1.156195239089928E+08, -6.069209487139387E+07,
2478708.877083333, A.D. 2074-May-16 09:03:00.0000,  3.015164809013291E+08,  1.159604245245606E+08, -6.081005845191719E+07,
2479073.877083333, A.D. 2075-May-16 09:03:00.0000,  3.019099447703888E+08,  1.163336349459655E+08, -6.092818448505932E+07,
2479439.877083333, A.D. 2076-May-16 09:03:00.0000,  2.999228647626346E+08,  1.196137910942854E+08, -6.125769125070688E+07,
2479804.877083333, A.D. 2077-May-16 09:03:00.0000,  3.002938230876314E+08,  1.199658619580607E+08, -6.136665824483649E+07,
2480169.877083333, A.D. 2078-May-16 09:03:00.0000,  3.006331341030988E+08,  1.203157083939308E+08, -6.147098578269047E+07,
2480534.877083333, A.D. 2079-May-16 09:03:00.0000,  3.010055940115690E+08,  1.206098612279709E+08, -6.157940082302377E+07,
2480900.877083333, A.D. 2080-May-16 09:03:00.0000,  2.989794009164514E+08,  1.238244524361083E+08, -6.187889059817193E+07,
2481265.877083333, A.D. 2081-May-16 09:03:00.0000,  2.993475299415213E+08,  1.240977521260159E+08, -6.197133396598724E+07,
2481630.877083333, A.D. 2082-May-16 09:03:00.0000,  2.997171894451702E+08,  1.243521634287131E+08, -6.205929845283078E+07,
2481995.877083333, A.D. 2083-May-16 09:03:00.0000,  3.000701485871680E+08,  1.246100846139764E+08, -6.214378072414924E+07,
2482361.877083333, A.D. 2084-May-16 09:03:00.0000,  2.979471087286050E+08,  1.277620269779554E+08, -6.241110131594476E+07,
2482726.877083333, A.D. 2085-May-16 09:03:00.0000,  2.983172108341050E+08,  1.279730442147136E+08, -6.248847683855421E+07,
2483091.877083333, A.D. 2086-May-16 09:03:00.0000,  2.986573428525777E+08,  1.282109099243465E+08, -6.256704570887361E+07,
2483456.877083333, A.D. 2087-May-16 09:03:00.0000,  2.990079303742830E+08,  1.284218836580037E+08, -6.264827034003747E+07,
2483822.877083333, A.D. 2088-May-16 09:03:00.0000,  2.968453799527844E+08,  1.315788771560332E+08, -6.289232002687029E+07,
2484187.877083333, A.D. 2089-May-16 09:03:00.0000,  2.971660128994013E+08,  1.317801532781834E+08, -6.295884282225725E+07,
2484552.877083333, A.D. 2090-May-16 09:03:00.0000,  2.975076823698995E+08,  1.319216517071600E+08, -6.301909938954470E+07,
2484917.877083333, A.D. 2091-May-16 09:03:00.0000,  2.978543039080300E+08,  1.320772763686741E+08, -6.308166723028931E+07,
2485283.877083333, A.D. 2092-May-16 09:03:00.0000,  2.956351530407377E+08,  1.351473716885100E+08, -6.329870994405749E+07,
2485648.877083333, A.D. 2093-May-16 09:03:00.0000,  2.960058119537600E+08,  1.352859996595569E+08, -6.335777533955818E+07,
2486013.877083333, A.D. 2094-May-16 09:03:00.0000,  2.963268594253958E+08,  1.354594700195215E+08, -6.341392479382773E+07,
2486378.877083333, A.D. 2095-May-16 09:03:00.0000,  2.966435908644063E+08,  1.355771761953677E+08, -6.346779253693739E+07,
2486744.877083333, A.D. 2096-May-16 09:03:00.0000,  2.943730044879183E+08,  1.386288851421142E+08, -6.366289027037722E+07,
2487109.877083333, A.D. 2097-May-16 09:03:00.0000,  2.947033420520345E+08,  1.387364467668749E+08, -6.371088010551980E+07,
2487474.877083333, A.D. 2098-May-16 09:03:00.0000,  2.950521281762894E+08,  1.388053203459864E+08, -6.376005051772123E+07,
2487839.877083333, A.D. 2099-May-16 09:03:00.0000,  2.953976511438221E+08,  1.389134128021938E+08, -6.380644039259996E+07,
2488204.877083333, A.D. 2100-May-16 09:03:00.0000,  2.957332755861317E+08,  1.389961821181030E+08, -6.385014606664486E+07,
2488569.877083333, A.D. 2101-May-16 09:03:00.0000,  2.960695951362385E+08,  1.390535069340678E+08, -6.389131182912789E+07,
2488934.877083333, A.D. 2102-May-16 09:03:00.0000,  2.963842145353372E+08,  1.391190792394861E+08, -6.392908482024460E+07,
2489299.877083333, A.D. 2103-May-16 09:03:00.0000,  2.967035434782429E+08,  1.391410218530141E+08, -6.396800949100076E+07,
2489665.877083333, A.D. 2104-May-16 09:03:00.0000,  2.944039943309748E+08,  1.421429398914389E+08, -6.412966057942696E+07,
2490030.877083333, A.D. 2105-May-16 09:03:00.0000,  2.947418962497338E+08,  1.421996188120067E+08, -6.416738496736915E+07,
2490395.877083333, A.D. 2106-May-16 09:03:00.0000,  2.950573418240741E+08,  1.422397906831584E+08, -6.420512001202089E+07,
2490760.877083333, A.D. 2107-May-16 09:03:00.0000,  2.953835330298264E+08,  1.422809862552851E+08, -6.423666859830870E+07,
2491126.877083333, A.D. 2108-May-16 09:03:00.0000,  2.930090710102493E+08,  1.452548637767061E+08, -6.437650176897963E+07,
2491491.877083333, A.D. 2109-May-16 09:03:00.0000,  2.933622526941442E+08,  1.452320468929800E+08, -6.440577140033159E+07,
2491856.877083333, A.D. 2110-May-16 09:03:00.0000,  2.936951774149162E+08,  1.452433223997645E+08, -6.443574285507847E+07,
2492221.877083333, A.D. 2111-May-16 09:03:00.0000,  2.940203282342005E+08,  1.452365342154984E+08, -6.446285205940852E+07,
2492587.877083333, A.D. 2112-May-16 09:03:00.0000,  2.916125076703922E+08,  1.482017253520732E+08, -6.458415414937009E+07,
2492952.877083333, A.D. 2113-May-16 09:03:00.0000,  2.919230758415548E+08,  1.482063162469123E+08, -6.460678574018422E+07,
2493317.877083333, A.D. 2114-May-16 09:03:00.0000,  2.922141073164785E+08,  1.481950550412852E+08, -6.463207406096380E+07,
2493682.877083333, A.D. 2115-May-16 09:03:00.0000,  2.925374225847736E+08,  1.481867605761176E+08, -6.465780448697651E+07,
2494048.877083333, A.D. 2116-May-16 09:03:00.0000,  2.900888324677396E+08,  1.511315732353842E+08, -6.476405700344215E+07,
2494413.877083333, A.D. 2117-May-16 09:03:00.0000,  2.904344881903488E+08,  1.511065978630266E+08, -6.478714694597184E+07,
2494778.877083333, A.D. 2118-May-16 09:03:00.0000,  2.907404568145214E+08,  1.511128542169797E+08, -6.480528420051862E+07,
2495143.877083333, A.D. 2119-May-16 09:03:00.0000,  2.910420684684397E+08,  1.510703799838610E+08, -6.482039184618517E+07,
2495509.877083333, A.D. 2120-May-16 09:03:00.0000,  2.885432793175164E+08,  1.539698440404740E+08, -6.490530679843184E+07,
2495874.877083333, A.D. 2121-May-16 09:03:00.0000,  2.888654115754834E+08,  1.539327531826675E+08, -6.492149235108485E+07,
2496239.877083333, A.D. 2122-May-16 09:03:00.0000,  2.891500367808518E+08,  1.539239731945008E+08, -6.494186155949125E+07,
2496604.877083333, A.D. 2123-May-16 09:03:00.0000,  2.894454894142274E+08,  1.539424078611253E+08, -6.495986654370467E+07,
2496970.877083333, A.D. 2124-May-16 09:03:00.0000,  2.868701656407330E+08,  1.569082797915188E+08, -6.503188177263985E+07,
2497335.877083333, A.D. 2125-May-16 09:03:00.0000,  2.871692757251815E+08,  1.568709299726831E+08, -6.504371539140144E+07,
2497700.877083333, A.D. 2126-May-16 09:03:00.0000,  2.874546408302537E+08,  1.568406035116995E+08, -6.505318426478519E+07,
2498065.877083333, A.D. 2127-May-16 09:03:00.0000,  2.877571392407039E+08,  1.567732159534816E+08, -6.506353902474980E+07,
2498431.877083333, A.D. 2128-May-16 09:03:00.0000,  2.851746988914719E+08,  1.596511442412072E+08, -6.511527525299076E+07,
2498796.877083333, A.D. 2129-May-16 09:03:00.0000,  2.854855048915132E+08,  1.596270916118744E+08, -6.512587427695859E+07,
2499161.877083333, A.D. 2130-May-16 09:03:00.0000,  2.857309997433438E+08,  1.596314924120549E+08, -6.513319462718357E+07,
2499526.877083333, A.D. 2131-May-16 09:03:00.0000,  2.859914626186868E+08,  1.596214492217604E+08, -6.514076351251511E+07,
2499892.877083333, A.D. 2132-May-16 09:03:00.0000,  2.833325823330114E+08,  1.625231627267991E+08, -6.517746062103669E+07,
2500257.877083333, A.D. 2133-May-16 09:03:00.0000,  2.836369946908991E+08,  1.624520337471685E+08, -6.518416318459673E+07,
2500622.877083333, A.D. 2134-May-16 09:03:00.0000,  2.839258992314911E+08,  1.624101808762467E+08, -6.519030198213328E+07,
2500987.877083333, A.D. 2135-May-16 09:03:00.0000,  2.842151204791399E+08,  1.623574656765565E+08, -6.519261059373686E+07,
2501353.877083333, A.D. 2136-May-16 09:03:00.0000,  2.815036370555848E+08,  1.652332837406773E+08, -6.520679251396845E+07,
2501718.877083333, A.D. 2137-May-16 09:03:00.0000,  2.817736778972108E+08,  1.651864471692477E+08, -6.520519852715690E+07,
2502083.877083333, A.D. 2138-May-16 09:03:00.0000,  2.820113771785669E+08,  1.651520351679755E+08, -6.520532106481928E+07,
2502448.877083333, A.D. 2139-May-16 09:03:00.0000,  2.822758157557420E+08,  1.651008769790196E+08, -6.520484455769346E+07,
2502814.877083333, A.D. 2140-May-16 09:03:00.0000,  2.795390754848038E+08,  1.679761555693182E+08, -6.520892810777757E+07,
2503179.877083333, A.D. 2141-May-16 09:03:00.0000,  2.798267635222015E+08,  1.679247208562310E+08, -6.520948646160583E+07,
2503544.877083333, A.D. 2142-May-16 09:03:00.0000,  2.800758654822960E+08,  1.678863805872481E+08, -6.520292684600545E+07,
2503909.877083333, A.D. 2143-May-16 09:03:00.0000,  2.803436784393409E+08,  1.678049458650112E+08, -6.519705402886450E+07,
2504275.877083333, A.D. 2144-May-16 09:03:00.0000,  2.775424845770210E+08,  1.706216851685215E+08, -6.517432377786050E+07,
2504640.877083333, A.D. 2145-May-16 09:03:00.0000,  2.778256567620789E+08,  1.705416417383628E+08, -6.517046753610668E+07,
2505005.877083333, A.D. 2146-May-16 09:03:00.0000,  2.780737239370944E+08,  1.704959505680209E+08, -6.516613500957674E+07,
2505370.877083333, A.D. 2147-May-16 09:03:00.0000,  2.783172308633675E+08,  1.704543759878911E+08, -6.515899429098894E+07,
2505736.877083333, A.D. 2148-May-16 09:03:00.0000,  2.754469175031007E+08,  1.733143806340356E+08, -6.512271200468348E+07,
2506101.877083333, A.D. 2149-May-16 09:03:00.0000,  2.756932023835813E+08,  1.732416756985724E+08, -6.511161953551435E+07,
2506466.877083333, A.D. 2150-May-16 09:03:00.0000,  2.759269609152532E+08,  1.731646546699438E+08, -6.509963221602312E+07,
2506831.877083333, A.D. 2151-May-16 09:03:00.0000,  2.762022082762882E+08,  1.730566204366972E+08, -6.508993160393623E+07,
2507197.877083333, A.D. 2152-May-16 09:03:00.0000,  2.733238258534312E+08,  1.758467828084045E+08, -6.503381187505823E+07,
2507562.877083333, A.D. 2153-May-16 09:03:00.0000,  2.735859201973174E+08,  1.757846060025308E+08, -6.502194652516100E+07,
2507927.877083333, A.D. 2154-May-16 09:03:00.0000,  2.737977030726413E+08,  1.757414516367409E+08, -6.500345930674569E+07,
2508292.877083333, A.D. 2155-May-16 09:03:00.0000,  2.740086310821626E+08,  1.756751039132664E+08, -6.498758322795960E+07,
2508658.877083333, A.D. 2156-May-16 09:03:00.0000,  2.710417822413349E+08,  1.784785563657550E+08, -6.491096110114084E+07,
2509023.877083333, A.D. 2157-May-16 09:03:00.0000,  2.712836370432185E+08,  1.783992845680332E+08, -6.489724597801235E+07,
2509388.877083333, A.D. 2158-May-16 09:03:00.0000,  2.714959220735654E+08,  1.783421227278122E+08, -6.487976874628127E+07,
2509753.877083333, A.D. 2159-May-16 09:03:00.0000,  2.717339339526909E+08,  1.782703194814337E+08, -6.486156058327445E+07,
2510119.877083333, A.D. 2160-May-16 09:03:00.0000,  2.686954584610557E+08,  1.810686743292083E+08, -6.476197152973073E+07,
2510484.877083333, A.D. 2161-May-16 09:03:00.0000,  2.689008891675655E+08,  1.809964421284933E+08, -6.473799712521911E+07,
2510849.877083333, A.D. 2162-May-16 09:03:00.0000,  2.690983532682441E+08,  1.809268386864767E+08, -6.471532388458240E+07,
2511214.877083333, A.D. 2163-May-16 09:03:00.0000,  2.693022769435775E+08,  1.808434932315799E+08, -6.469386782475048E+07,
2511580.877083333, A.D. 2164-May-16 09:03:00.0000,  2.662332647766193E+08,  1.836215538758408E+08, -6.457654048611151E+07,
2511945.877083333, A.D. 2165-May-16 09:03:00.0000,  2.664194759572946E+08,  1.835914851000143E+08, -6.454976907671719E+07,
2512310.877083333, A.D. 2166-May-16 09:03:00.0000,  2.665595362035627E+08,  1.835579636828264E+08, -6.451585020100905E+07,
2512675.877083333, A.D. 2167-May-16 09:03:00.0000,  2.667439760450535E+08,  1.834811051649736E+08, -6.448707713712947E+07,
2513041.877083333, A.D. 2168-May-16 09:03:00.0000,  2.635825159354888E+08,  1.862461549297026E+08, -6.434418510187118E+07,
2513406.877083333, A.D. 2169-May-16 09:03:00.0000,  2.637637758150321E+08,  1.861793468658986E+08, -6.431567074633361E+07,
2513771.877083333, A.D. 2170-May-16 09:03:00.0000,  2.639293982929443E+08,  1.861444977279167E+08, -6.428442781831416E+07,
2514136.877083333, A.D. 2171-May-16 09:03:00.0000,  2.640599229719138E+08,  1.861158600213462E+08, -6.424706968805230E+07,
2514502.877083333, A.D. 2172-May-16 09:03:00.0000,  2.607924407280198E+08,  1.889080449957371E+08, -6.407567378085246E+07,
2514867.877083333, A.D. 2173-May-16 09:03:00.0000,  2.608970485299959E+08,  1.888927440516373E+08, -6.403304347024670E+07,
2515232.877083333, A.D. 2174-May-16 09:03:00.0000,  2.609787061713461E+08,  1.888627126331646E+08, -6.398946194044412E+07,
2515597.877083333, A.D. 2175-May-16 09:03:00.0000,  2.611099170526313E+08,  1.888095073007722E+08, -6.395052689395064E+07,
2515963.877083333, A.D. 2176-May-16 09:03:00.0000,  2.577945504147534E+08,  1.915890820423881E+08, -6.375925561948473E+07,
2516328.877083333, A.D. 2177-May-16 09:03:00.0000,  2.578835531764406E+08,  1.915836484461571E+08, -6.371109852247103E+07,
2516693.877083333, A.D. 2178-May-16 09:03:00.0000,  2.579508535857317E+08,  1.915832088917972E+08, -6.365758180680571E+07,
2517058.877083333, A.D. 2179-May-16 09:03:00.0000,  2.580070863599468E+08,  1.915599997735384E+08, -6.360580921048027E+07,
2517424.877083333, A.D. 2180-May-16 09:03:00.0000,  2.545926430730792E+08,  1.942999298262469E+08, -6.338068110080817E+07,
2517789.877083333, A.D. 2181-May-16 09:03:00.0000,  2.546566269811894E+08,  1.942947697658739E+08, -6.332804338534866E+07,
2518154.877083333, A.D. 2182-May-16 09:03:00.0000,  2.546717563939074E+08,  1.943060316863359E+08, -6.326843371035488E+07,
2518519.877083333, A.D. 2183-May-16 09:03:00.0000,  2.546758075848134E+08,  1.943314735100149E+08, -6.320643695799994E+07,
2518885.877083333, A.D. 2184-May-16 09:03:00.0000,  2.511029081744015E+08,  1.971340215874111E+08, -6.294575132582708E+07,
2519250.877083333, A.D. 2185-May-16 09:03:00.0000,  2.510635050727264E+08,  1.971588589143361E+08, -6.287427417884858E+07,
2519615.877083333, A.D. 2186-May-16 09:03:00.0000,  2.510466218258482E+08,  1.971738885680525E+08, -6.280376997353736E+07,
2519980.877083333, A.D. 2187-May-16 09:03:00.0000,  2.510182554951434E+08,  1.971868736335767E+08, -6.273230788099407E+07,
2520346.877083333, A.D. 2188-May-16 09:03:00.0000,  2.474098070125954E+08,  1.999303457120234E+08, -6.244264325901783E+07,
2520711.877083333, A.D. 2189-May-16 09:03:00.0000,  2.473507160930547E+08,  1.999898955678740E+08, -6.235894637161149E+07,
2521076.877083333, A.D. 2190-May-16 09:03:00.0000,  2.472265747993416E+08,  2.000412938153753E+08, -6.226781788533545E+07,
2521441.877083333, A.D. 2191-May-16 09:03:00.0000,  2.470926025756987E+08,  2.000919055740665E+08, -6.217476686373593E+07,
2521807.877083333, A.D. 2192-May-16 09:03:00.0000,  2.432853324590226E+08,  2.028636962114397E+08, -6.183916083248302E+07,
2522172.877083333, A.D. 2193-May-16 09:03:00.0000,  2.431441703615728E+08,  2.029223991703715E+08, -6.174677872222261E+07,
2522537.877083333, A.D. 2194-May-16 09:03:00.0000,  2.430142725113834E+08,  2.029868747937111E+08, -6.164788788820500E+07,
2522902.877083333, A.D. 2195-May-16 09:03:00.0000,  2.428258252697996E+08,  2.030713892937800E+08, -6.154157530904776E+07,
2523268.877083333, A.D. 2196-May-16 09:03:00.0000,  2.389103447688466E+08,  2.057937316225580E+08, -6.116297393803711E+07,
2523633.877083333, A.D. 2197-May-16 09:03:00.0000,  2.386985909423436E+08,  2.058688320211195E+08, -6.104526162201907E+07,
2523998.877083333, A.D. 2198-May-16 09:03:00.0000,  2.384501637040003E+08,  2.059342957169356E+08, -6.092544544280263E+07,
2524363.877083333, A.D. 2199-May-16 09:03:00.0000,  2.382001637133228E+08,  2.060073604042726E+08, -6.079924545053093E+07,
2524728.877083333, A.D. 2200-May-16 09:03:00.0000,  2.379311079013074E+08,  2.061215087316937E+08, -6.066914792616339E+07,
2525093.877083333, A.D. 2201-May-16 09:03:00.0000,  2.376163440081208E+08,  2.062344210384997E+08, -6.053499534384990E+07,
2525458.877083333, A.D. 2202-May-16 09:03:00.0000,  2.373083537298670E+08,  2.063228209818251E+08, -6.039439501487860E+07,
2525823.877083333, A.D. 2203-May-16 09:03:00.0000,  2.369675086732014E+08,  2.064125095150853E+08, -6.024962195021436E+07,
2526189.877083333, A.D. 2204-May-16 09:03:00.0000,  2.328336097150971E+08,  2.091039875308999E+08, -5.979167414427105E+07,
2526554.877083333, A.D. 2205-May-16 09:03:00.0000,  2.324991352708708E+08,  2.091938448527489E+08, -5.964318577198899E+07,
2526919.877083333, A.D. 2206-May-16 09:03:00.0000,  2.320978671622876E+08,  2.093031423730351E+08, -5.948415848632132E+07,
